account_id,loan_start_date,product,product_description,loan_total_term,loan_initial_balance,loan_base_rate,loan_margin_rate,loan_spread_rate,loan_total_rate,accrued_interest,number_of_holiday_repayments,number_of_capital_repayments,loan_maturity_date,repayment_number,repayment_date,principal_installment,interest_installment,tax_installment,charge_amount,total_installment
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,28,2022-12-25,1072.98,2533.94,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,29,2023-01-25,1079.10,2527.82,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,30,2023-02-25,1085.25,2521.67,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,31,2023-03-25,1091.46,2515.46,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,32,2023-04-25,1097.68,2509.24,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,33,2023-05-25,1103.96,2502.96,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,34,2023-06-25,1110.25,2496.67,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,35,2023-07-25,1116.59,2490.33,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,36,2023-08-25,1122.96,2483.96,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,37,2023-09-25,1129.38,2477.54,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,38,2023-10-25,1135.82,2471.10,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,39,2023-11-25,1142.30,2464.62,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,40,2023-12-25,1148.83,2458.09,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,41,2024-01-25,1155.38,2451.54,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,42,2024-02-25,1161.98,2444.94,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,43,2024-03-25,1168.61,2438.31,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,44,2024-04-25,1175.29,2431.63,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,45,2024-05-25,1181.99,2424.93,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,46,2024-06-25,1188.74,2418.18,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,47,2024-07-25,1195.52,2411.40,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,48,2024-08-25,1202.35,2404.57,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,49,2024-09-25,1209.21,2397.71,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,50,2024-10-25,1216.12,2390.80,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,51,2024-11-25,1223.06,2383.86,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,52,2024-12-25,1230.03,2376.89,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,53,2025-01-25,1237.06,2369.86,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,54,2025-02-25,1244.13,2362.79,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,55,2025-03-25,1251.22,2355.70,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,56,2025-04-25,1258.36,2348.56,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,57,2025-05-25,1265.55,2341.37,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,58,2025-06-25,1272.78,2334.14,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,59,2025-07-25,1280.04,2326.88,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,60,2025-08-25,1287.34,2319.58,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,61,2025-09-25,1294.70,2312.22,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,62,2025-10-25,1302.08,2304.84,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,63,2025-11-25,1309.52,2297.40,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,64,2025-12-25,1316.99,2289.93,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,65,2026-01-25,1324.51,2282.41,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,66,2026-02-25,1332.07,2274.85,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,67,2026-03-25,1339.68,2267.24,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,68,2026-04-25,1347.32,2259.60,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,69,2026-05-25,1355.01,2251.91,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,70,2026-06-25,1362.75,2244.17,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,71,2026-07-25,1370.53,2236.39,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,72,2026-08-25,1378.35,2228.57,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,73,2026-09-25,1386.22,2220.70,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,74,2026-10-25,1394.13,2212.79,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,75,2026-11-25,1402.09,2204.83,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,76,2026-12-25,1410.09,2196.83,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,77,2027-01-25,1418.14,2188.78,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,78,2027-02-25,1426.24,2180.68,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,79,2027-03-25,1434.38,2172.54,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,80,2027-04-25,1442.57,2164.35,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,81,2027-05-25,1450.80,2156.12,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,82,2027-06-25,1459.09,2147.83,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,83,2027-07-25,1467.41,2139.51,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,84,2027-08-25,1475.79,2131.13,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,85,2027-09-25,1484.21,2122.71,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,86,2027-10-25,1492.69,2114.23,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,87,2027-11-25,1501.20,2105.72,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,88,2027-12-25,1509.78,2097.14,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,89,2028-01-25,1518.39,2088.53,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,90,2028-02-25,1527.06,2079.86,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,91,2028-03-25,1535.78,2071.14,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,92,2028-04-25,1544.55,2062.37,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,93,2028-05-25,1553.36,2053.56,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,94,2028-06-25,1562.23,2044.69,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,95,2028-07-25,1571.15,2035.77,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,96,2028-08-25,1580.11,2026.81,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,97,2028-09-25,1589.14,2017.78,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,98,2028-10-25,1598.21,2008.71,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,99,2028-11-25,1607.33,1999.59,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,100,2028-12-25,1616.50,1990.42,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,101,2029-01-25,1625.73,1981.19,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,102,2029-02-25,1635.02,1971.90,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,103,2029-03-25,1644.34,1962.58,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,104,2029-04-25,1653.73,1953.19,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,105,2029-05-25,1663.18,1943.74,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,106,2029-06-25,1672.66,1934.26,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,107,2029-07-25,1682.22,1924.70,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,108,2029-08-25,1691.82,1915.10,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,109,2029-09-25,1701.47,1905.45,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,110,2029-10-25,1711.19,1895.73,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,111,2029-11-25,1720.95,1885.97,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,112,2029-12-25,1730.78,1876.14,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,113,2030-01-25,1740.66,1866.26,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,114,2030-02-25,1750.60,1856.32,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,115,2030-03-25,1760.58,1846.34,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,116,2030-04-25,1770.64,1836.28,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,117,2030-05-25,1780.75,1826.17,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,118,2030-06-25,1790.91,1816.01,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,119,2030-07-25,1801.13,1805.79,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,120,2030-08-25,1811.42,1795.50,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,121,2030-09-25,1821.75,1785.17,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,122,2030-10-25,1832.16,1774.76,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,123,2030-11-25,1842.61,1764.31,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,124,2030-12-25,1853.13,1753.79,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,125,2031-01-25,1863.71,1743.21,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,126,2031-02-25,1874.35,1732.57,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,127,2031-03-25,1885.05,1721.87,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,128,2031-04-25,1895.81,1711.11,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,129,2031-05-25,1906.63,1700.29,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,130,2031-06-25,1917.51,1689.41,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,131,2031-07-25,1928.46,1678.46,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,132,2031-08-25,1939.47,1667.45,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,133,2031-09-25,1950.54,1656.38,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,134,2031-10-25,1961.67,1645.25,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,135,2031-11-25,1972.87,1634.05,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,136,2031-12-25,1984.14,1622.78,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,137,2032-01-25,1995.46,1611.46,0.00,0.00,3606.92
260841110197747,2020-08-25,COMMG,CM Owner Occupied,240,490000.00,2.25,4.20,0.40,6.85,1867.14,24,216,2040-08-25,138,2032-02-25,2006.85,1600.07,0.00,0.00,3606.92
